iter	RMSE
1665	1.195494728
1666	1.195330063
1667	1.19519107
1668	1.195036996
1669	1.194889123
1670	1.194743537
1671	1.194592647
1672	1.194400568
1673	1.19421896
1674	1.194052835
1675	1.193928463
1676	1.193775452
1677	1.193611553
1678	1.193439913
1679	1.193308249
1680	1.193179153
1681	1.192993596
1682	1.192779175
1683	1.192661583
1684	1.192521318
1685	1.192359432
1686	1.19219763
1687	1.192077717
1688	1.191960946
1689	1.191797608
1690	1.191662784
1691	1.191515103
1692	1.191323442
1693	1.191203052
1694	1.191049091
1695	1.190899654
1696	1.190746538
1697	1.19062764
1698	1.190510154
1699	1.190331719
1700	1.190188018
1701	1.189955822
1702	1.189720071
1703	1.189615451
1704	1.189470955
1705	1.189305269
1706	1.189152337
1707	1.189053914
1708	1.188894109
1709	1.18874152
1710	1.18861046
1711	1.188503848
1712	1.188385407
1713	1.188279777
1714	1.188145247
1715	1.188039649
1716	1.187888819
1717	1.187675552
1718	1.18746529
1719	1.187296205
1720	1.187142559
1721	1.186962864
1722	1.186771535
1723	1.186613487
1724	1.186450012
1725	1.186312171
1726	1.186133377
1727	1.18601268
1728	1.185898624
1729	1.185789706
1730	1.185650163
1731	1.18549547
1732	1.185367212
1733	1.185170029
1734	1.18505413
1735	1.184780959
1736	1.184634873
1737	1.184484914
1738	1.184316827
1739	1.18416572
1740	1.184028791
1741	1.183865134
1742	1.183766627
1743	1.183597409
1744	1.183452661
1745	1.183312148
1746	1.183194129
1747	1.183063227
1748	1.182918052
1749	1.182754488
1750	1.182651247
1751	1.182499252
1752	1.182376092
1753	1.182226936
1754	1.182118759
1755	1.182001761
1756	1.181805677
1757	1.181654782
1758	1.181550242
1759	1.181317109
1760	1.181221019
1761	1.181026949
1762	1.180873101
1763	1.180697627
1764	1.180565772
1765	1.180406956
1766	1.180258545
1767	1.180105198
1768	1.179996968
1769	1.179840586
1770	1.179657822
1771	1.179479995
1772	1.179336287
1773	1.179176645
1774	1.179044722
1775	1.17892479
1776	1.178762535
1777	1.178609792
1778	1.178403746
1779	1.178247408
1780	1.178088877
1781	1.177955298
1782	1.177836405
1783	1.177675314
1784	1.177540857
1785	1.177403317
1786	1.177216908
1787	1.177087334
1788	1.176933115
1789	1.176828664
1790	1.176734366
1791	1.176622391
1792	1.176496198
1793	1.176316496
1794	1.176210688
1795	1.176116272
1796	1.175986624
1797	1.1758271
1798	1.17569623
1799	1.175585331
1800	1.175436895
1801	1.175277938
1802	1.175108289
1803	1.174991535
1804	1.174804191
1805	1.174619912
1806	1.174462032
1807	1.174351378
1808	1.174185289
1809	1.174025554
1810	1.173865472
1811	1.173761381
1812	1.173605455
1813	1.173414694
1814	1.173274209
1815	1.173101667
1816	1.172933266
1817	1.172791643
1818	1.172618767
1819	1.172503382
1820	1.172407548
1821	1.172200349
1822	1.171933378
1823	1.171820295
1824	1.171669068
1825	1.171555889
1826	1.171400811
1827	1.171264388
1828	1.171122745
1829	1.170974433
1830	1.170843755
1831	1.170675286
1832	1.170545006
1833	1.170399897
1834	1.170204751
1835	1.170072541
1836	1.169910702
1837	1.169788854
1838	1.169639492
1839	1.169482345
1840	1.169336841
1841	1.169203182
1842	1.169020443
1843	1.168927315
1844	1.168823898
1845	1.168624362
1846	1.168442808
1847	1.168286885
1848	1.168197668
1849	1.168035208
1850	1.16790931
1851	1.16780224
1852	1.167686008
1853	1.167619887
1854	1.167432192
1855	1.167272609
1856	1.167085336
1857	1.166945407
1858	1.166832384
1859	1.16668716
1860	1.166535828
1861	1.166407089
1862	1.166294665
1863	1.166102371
1864	1.165979509
1865	1.165795418
1866	1.165663573
1867	1.165501103
1868	1.165340066
1869	1.165171292
1870	1.164994422
1871	1.164861309
1872	1.164723447
1873	1.164586254
1874	1.164415479
1875	1.164284646
1876	1.164154646
1877	1.164040412
1878	1.163905774
1879	1.163767921
1880	1.16366595
1881	1.163558492
1882	1.163349047
1883	1.163217653
1884	1.163118526
1885	1.163012131
1886	1.162827971
1887	1.162727487
1888	1.162570188
1889	1.162447298
1890	1.162278034
1891	1.162162745
1892	1.161992663
1893	1.161824411
1894	1.16168969
1895	1.161537614
1896	1.161392531
1897	1.161286408
1898	1.161128364
1899	1.160906797
1900	1.160852678
1901	1.160689655
1902	1.160541128
1903	1.160412913
1904	1.160305503
1905	1.160185322
1906	1.160017232
1907	1.159889814
1908	1.159779903
1909	1.159675079
1910	1.159519641
1911	1.159368419
1912	1.159251498
1913	1.159108506
1914	1.158937214
1915	1.15878281
1916	1.1585675
1917	1.158471846
1918	1.158309597
1919	1.158138432
1920	1.157952169
1921	1.157795976
1922	1.157691556
1923	1.157593807
1924	1.157424071
1925	1.157269955
1926	1.157135091
1927	1.157031649
1928	1.156888106
1929	1.156738948
1930	1.15660515
1931	1.156447505
1932	1.156261382
1933	1.15615168
1934	1.156023198
1935	1.155905761
1936	1.15573843
1937	1.155535532
1938	1.155336765
1939	1.155198501
1940	1.155081048
1941	1.154938125
1942	1.154840576
1943	1.154756803
1944	1.15460136
1945	1.15449255
1946	1.154311575
1947	1.154171639
1948	1.15404158
1949	1.153911398
1950	1.153755753
1951	1.153611175
1952	1.153511976
1953	1.153365337
1954	1.153246729
1955	1.153146054
1956	1.153028398
1957	1.152884422
1958	1.152743504
1959	1.152605986
1960	1.152475529
1961	1.152323051
1962	1.152198842
1963	1.152027809
1964	1.151894588
1965	1.151746438
1966	1.151627854
1967	1.151552434
1968	1.151401601
1969	1.151305828
1970	1.151132287
1971	1.150995611
1972	1.150837081
1973	1.150697967
1974	1.150566747
1975	1.150401138
1976	1.150239886
1977	1.15009403
1978	1.149938151
1979	1.149792957
1980	1.149605783
1981	1.149475239
1982	1.149322521
1983	1.149203413
1984	1.149039923
1985	1.148834632
1986	1.148695455
1987	1.148619601
1988	1.148503807
1989	1.148390499
1990	1.148224682
1991	1.14810273
1992	1.14791394
1993	1.147793807
1994	1.147570535
1995	1.147463559
1996	1.147331966
1997	1.147217488
1998	1.147070411
1999	1.146936683
2000	1.146769157
2001	1.146665808
2002	1.146511133
2003	1.146352377
2004	1.146224358
2005	1.146086097
2006	1.14593318
2007	1.145795756
2008	1.145680329
2009	1.145488148
2010	1.14537103
2011	1.145229459
2012	1.14506896
2013	1.144889487
2014	1.144743928
2015	1.144598999
2016	1.144523648
2017	1.144399901
2018	1.144271913
2019	1.144160043
2020	1.144019441
2021	1.143847581
2022	1.143652726
2023	1.143461453
2024	1.143338484
2025	1.143165443
2026	1.143059556
2027	1.142903119
2028	1.14276204
2029	1.142659151
2030	1.142489173
2031	1.142327869
2032	1.142171777
2033	1.142028572
2034	1.141888937
2035	1.141724854
2036	1.141572548
2037	1.141441989
2038	1.141295711
2039	1.141138274
2040	1.140998798
2041	1.140912869
2042	1.140808389
2043	1.140668809
2044	1.140460983
2045	1.140309614
2046	1.140195441
2047	1.140094349
2048	1.13996728
2049	1.139808635
2050	1.139625973
2051	1.13946986
2052	1.139368259
2053	1.139248436
2054	1.139094241
2055	1.138906005
2056	1.138758983
2057	1.138585605
2058	1.138491679
2059	1.138364856
2060	1.138188588
2061	1.138103941
2062	1.137962602
2063	1.137878586
2064	1.137748261
2065	1.137660432
2066	1.137486861
2067	1.137411489
2068	1.137320145
2069	1.137222367
2070	1.137084176
2071	1.136968566
2072	1.136838861
2073	1.136713786
2074	1.136547798
2075	1.136399395
2076	1.136232459
2077	1.136086569
2078	1.135937745
2079	1.135834502
2080	1.135714023
2081	1.135578681
2082	1.13546094
2083	1.135343122
2084	1.135131362
2085	1.135004578
2086	1.134869493
2087	1.134690382
2088	1.134527882
2089	1.13442128
2090	1.134261355
2091	1.134129436
2092	1.133978505
2093	1.133840936
2094	1.133669983
2095	1.133535734
2096	1.133399508
2097	1.133264871
2098	1.133128905
2099	1.13303599
2100	1.132917123
2101	1.132793851
2102	1.132663144
2103	1.132547255
2104	1.132413124
2105	1.132323677
2106	1.132190879
2107	1.132082942
2108	1.131987702
2109	1.131823633
2110	1.131687748
2111	1.131555806
2112	1.131399654
2113	1.131259485
2114	1.131155877
2115	1.13100854
2116	1.130897008
2117	1.130775365
2118	1.13064732
2119	1.130539573
2120	1.130395629
2121	1.130261443
2122	1.130083044
2123	1.12994165
2124	1.129838473
2125	1.129755473
2126	1.129600575
2127	1.129488762
2128	1.129388115
2129	1.129233052
2130	1.12907495
2131	1.128987331
2132	1.128875878
2133	1.128756146
2134	1.128609284
2135	1.128493014
2136	1.128364298
2137	1.128227157
2138	1.128068401
2139	1.127905897
2140	1.127750922
2141	1.127582404
2142	1.127385756
2143	1.127315688
2144	1.127195551
2145	1.127074325
2146	1.126961595
2147	1.126885553
2148	1.126740972
2149	1.126584345
2150	1.126485118
2151	1.126394709
2152	1.126284607
2153	1.126177862
2154	1.125978587
2155	1.125878115
2156	1.125739971
2157	1.125647548
2158	1.125544419
2159	1.125410716
2160	1.125310073
2161	1.125140913
2162	1.124987136
2163	1.12485943
2164	1.124760143
2165	1.124633578
2166	1.124406797
2167	1.124252251
2168	1.124093542
2169	1.123947534
2170	1.123829424
2171	1.123663029
2172	1.123505704
2173	1.123394915
2174	1.123239187
2175	1.123114475
2176	1.122933902
2177	1.122753286
2178	1.122629233
2179	1.122527879
2180	1.122353086
2181	1.12224289
2182	1.122150148
2183	1.121993111
2184	1.121869605
2185	1.121698323
2186	1.121600556
2187	1.121462091
2188	1.121344132
2189	1.121238867
2190	1.121080929
2191	1.120933344
2192	1.120841274
2193	1.120672586
2194	1.120554279
2195	1.120392757
2196	1.12028366
2197	1.120092348
2198	1.119963453
2199	1.119767689
2200	1.119634943
2201	1.119488396
2202	1.119287881
2203	1.119133631
2204	1.118938735
2205	1.118820085
2206	1.118660258
2207	1.118580812
2208	1.118462396
2209	1.118383589
2210	1.118177396
2211	1.118033048
2212	1.117849086
2213	1.117723466
2214	1.117631728
2215	1.117482311
2216	1.117351126
2217	1.117211038
2218	1.117048704
2219	1.116946829
2220	1.116848863
2221	1.116719998
2222	1.116591972
2223	1.116509501
2224	1.116374811
2225	1.116212144
2226	1.11609843
2227	1.115973236
2228	1.115865622
2229	1.115755692
2230	1.115568445
2231	1.115413651
2232	1.115297479
2233	1.115155035
2234	1.114994896
2235	1.11487477
2236	1.114747418
2237	1.114582325
2238	1.114398991
2239	1.114268214
2240	1.114104458
2241	1.113998707
2242	1.113886227
2243	1.113760766
2244	1.11360891
2245	1.113443062
2246	1.113279669
2247	1.113158023
2248	1.113026761
2249	1.112916876
2250	1.112846437
2251	1.112720671
2252	1.112601845
2253	1.112495655
2254	1.11241896
2255	1.112272748
2256	1.112151004
2257	1.112039576
2258	1.11188035
2259	1.111694989
2260	1.111602018
2261	1.111500163
2262	1.111414586
2263	1.111283878
2264	1.111135719
2265	1.111003781
2266	1.110859381
2267	1.110739397
2268	1.110628256
2269	1.11051343
2270	1.11040495
2271	1.110241483
2272	1.110126847
2273	1.110002408
2274	1.109867422
2275	1.109744646
2276	1.109653611
2277	1.109548112
2278	1.109408507
2279	1.10931038
2280	1.109144942
2281	1.109045346
2282	1.108911478
2283	1.108795687
2284	1.108698152
2285	1.108619975
2286	1.10855652
2287	1.108459284
2288	1.108336112
2289	1.108191205
2290	1.108042138
2291	1.107914765
2292	1.107689351
2293	1.107603061
2294	1.10749412
2295	1.107390417
2296	1.107306361
2297	1.10716567
2298	1.107014844
2299	1.10687941
2300	1.106745098
2301	1.106581935
2302	1.106460937
2303	1.106327822
2304	1.106209303
2305	1.106106346
2306	1.106051535
2307	1.105923704
2308	1.105776407
2309	1.105618248
2310	1.105501351
2311	1.105337176
2312	1.10523669
2313	1.105115107
2314	1.104971114
2315	1.10481255
2316	1.104709262
2317	1.104635465
2318	1.104506692
2319	1.104419032
2320	1.104297649
2321	1.104213355
2322	1.10409059
2323	1.103912053
2324	1.103774631
2325	1.103661208
2326	1.103548449
2327	1.103410838
2328	1.103283974
2329	1.103130276
2330	1.103043593
2331	1.102885618
2332	1.10277621
2333	1.102686755
2334	1.102586907
2335	1.102504154
2336	1.102349964
2337	1.102196706
2338	1.102074083
2339	1.101962009
2340	1.101826411
2341	1.101754539
2342	1.101635611
2343	1.101519986
2344	1.101377873
2345	1.1012596
2346	1.1011567
2347	1.101027491
2348	1.100887464
2349	1.10069839
2350	1.100579343
2351	1.100417947
2352	1.100273996
2353	1.100159473
2354	1.100023018
2355	1.099830255
2356	1.099714349
2357	1.099599379
2358	1.099483159
2359	1.099359293
2360	1.099259461
2361	1.099156036
2362	1.099050863
2363	1.098915608
2364	1.098764739
2365	1.098624086
2366	1.098456513
2367	1.098338231
2368	1.098214589
2369	1.098070672
2370	1.097951694
2371	1.09775125
2372	1.097663087
2373	1.097542977
2374	1.097349959
2375	1.0972717
2376	1.097155582
2377	1.096986811
2378	1.096790698
2379	1.096675994
2380	1.096571466
2381	1.096479751
2382	1.096405846
2383	1.096244092
2384	1.096129941
2385	1.096017161
2386	1.095865094
2387	1.095674188
2388	1.095581895
2389	1.095478569
2390	1.095359944
2391	1.095219607
2392	1.095057459
2393	1.094954323
2394	1.094866195
2395	1.094724668
2396	1.094599738
2397	1.094512089
2398	1.094415631
2399	1.094217413
2400	1.094122301
2401	1.094010754
2402	1.093904213
2403	1.093793081
2404	1.093720464
2405	1.093585628
2406	1.093459225
2407	1.093325756
2408	1.093195672
2409	1.093142682
2410	1.093063036
2411	1.092910838
2412	1.092784249
2413	1.092652009
2414	1.092482437
2415	1.092408621
2416	1.092277691
2417	1.092146936
2418	1.092082765
2419	1.091924126
2420	1.091761848
2421	1.091651255
2422	1.091497251
2423	1.091363336
2424	1.091192704
2425	1.091074362
2426	1.090960365
2427	1.09087371
2428	1.090746594
2429	1.090513828
2430	1.090333272
2431	1.090206067
2432	1.090081004
2433	1.089932997
2434	1.089790284
2435	1.089701249
2436	1.089632028
2437	1.089511226
2438	1.089353309
2439	1.089276438
2440	1.08912932
2441	1.088975812
2442	1.088843872
2443	1.08868092
2444	1.088575588
2445	1.088427786
2446	1.088247105
2447	1.088141787
2448	1.087985455
2449	1.087858661
2450	1.087722305
2451	1.08748314
2452	1.087355916
2453	1.087247616
2454	1.087117842
2455	1.08696114
2456	1.086809165
2457	1.086660464
2458	1.086503917
2459	1.086412002
2460	1.086212598
2461	1.086039152
2462	1.085873436
2463	1.085746993
2464	1.085672034
2465	1.085532404
2466	1.085385525
2467	1.085201957
2468	1.08506201
2469	1.084884929
2470	1.084706149
2471	1.08454568
2472	1.084394794
2473	1.084246485
2474	1.084155033
2475	1.083994496
2476	1.083875961
2477	1.083725697
2478	1.083601939
2479	1.083473936
2480	1.08329548
2481	1.08315789
2482	1.083033905
2483	1.082914214
2484	1.082738872
2485	1.082614825
2486	1.082514723
2487	1.082367274
2488	1.082256143
2489	1.082129605
2490	1.082001336
2491	1.081839095
2492	1.081723157
2493	1.081609637
2494	1.081509508
2495	1.081396913
2496	1.081315758
2497	1.081218414
2498	1.08111877
2499	1.08098083
2500	1.080871108
2501	1.080762865
2502	1.080651987
2503	1.080523918
2504	1.080337669
2505	1.080226435
2506	1.080158072
2507	1.080026428
2508	1.079910721
2509	1.079777067
2510	1.079672898
2511	1.079469775
2512	1.079332464
2513	1.079240661
2514	1.079182217
2515	1.079102996
2516	1.078990293
2517	1.07884341
2518	1.078696618
2519	1.07856406
2520	1.078439116
2521	1.07830041
2522	1.078132146
2523	1.077999764
2524	1.077857741
2525	1.077726836
2526	1.077563389
2527	1.077445608
2528	1.077326218
2529	1.077206233
2530	1.077084627
2531	1.076930522
2532	1.076804169
2533	1.076651472
2534	1.076439916
2535	1.076314772
2536	1.076157988
2537	1.075990781
2538	1.075846129
2539	1.075753634
2540	1.075641743
2541	1.075556484
2542	1.075451463
2543	1.075336009
2544	1.07525807
2545	1.075135902
2546	1.075032437
2547	1.074921661
2548	1.074764043
2549	1.074620559
2550	1.074518495
2551	1.074472129
2552	1.074394969
2553	1.074275432
2554	1.074174564
2555	1.074057324
2556	1.073926828
2557	1.073775182
2558	1.073591531
2559	1.07350108
2560	1.073360588
2561	1.073226925
2562	1.073005228
2563	1.072815463
2564	1.072655405
2565	1.072486251
2566	1.072380356
2567	1.072262556
2568	1.072160479
2569	1.072050803
2570	1.071928041
2571	1.07182448
2572	1.071740988
2573	1.071627763
2574	1.071495612
2575	1.071404574
2576	1.071298774
2577	1.071126176
2578	1.071035644
2579	1.070905883
2580	1.070838467
2581	1.070681981
2582	1.07058061
2583	1.070408236
2584	1.070281503
2585	1.07013672
2586	1.070026326
2587	1.069890683
2588	1.069752712
2589	1.06968187
2590	1.069556185
2591	1.069436728
2592	1.069317832
2593	1.069167559
2594	1.069031692
2595	1.068899978
2596	1.06885604
2597	1.068809866
2598	1.068735226
2599	1.068670248
2600	1.068528348
2601	1.068424414
2602	1.068306022
2603	1.068180891
2604	1.068029708
2605	1.067930889
2606	1.067804024
2607	1.067710246
2608	1.06760257
2609	1.067459989
2610	1.067392232
2611	1.067242346
2612	1.067101012
2613	1.066990568
2614	1.066930647
2615	1.066832945
2616	1.066720056
2617	1.066643221
2618	1.066458038
2619	1.066342576
2620	1.066240591
2621	1.066139638
2622	1.065976787
2623	1.065835236
2624	1.065756532
2625	1.065583343
2626	1.065450141
2627	1.065387141
2628	1.065297368
2629	1.065177499
2630	1.064987757
2631	1.064891383
2632	1.064769633
2633	1.064634417
2634	1.064506831
2635	1.064359255
2636	1.064239117
2637	1.064051036
2638	1.063922645
2639	1.063788956
2640	1.063676922
2641	1.06356937
2642	1.063385546
2643	1.063247376
2644	1.063186919
2645	1.063012387
2646	1.062904124
2647	1.062742934
2648	1.062614072
2649	1.062495588
2650	1.062357907
2651	1.062241978
2652	1.062053681
2653	1.061903846
2654	1.06176333
2655	1.061623263
2656	1.061447649
2657	1.061309548
2658	1.06119802
2659	1.061115683
2660	1.060989915
2661	1.060899525
2662	1.060734945
2663	1.060585607
2664	1.06044605
2665	1.060296245
2666	1.060143525
2667	1.060009574
2668	1.059865656
2669	1.059757594
2670	1.059706632
2671	1.05958138
2672	1.059472511
2673	1.059344553
2674	1.059266114
2675	1.059184012
2676	1.059096196
2677	1.058947063
2678	1.058880837
2679	1.058755714
2680	1.058669943
2681	1.058558419
2682	1.058415888
2683	1.058275115
2684	1.058133995
2685	1.058000496
2686	1.057885678
2687	1.057773065
2688	1.057573232
2689	1.057462675
2690	1.057337457
2691	1.057173143
2692	1.057005955
2693	1.056909039
2694	1.056811259
2695	1.056690381
2696	1.056609459
2697	1.056429777
2698	1.056352507
2699	1.056204254
2700	1.056131701
2701	1.056011157
2702	1.055889129
2703	1.055785677
2704	1.055688773
2705	1.055555224
2706	1.055400961
2707	1.055273675
2708	1.055093011
2709	1.054967889
2710	1.05485938
2711	1.054712657
2712	1.054548078
2713	1.054460944
2714	1.054308202
2715	1.054182711
2716	1.054050362
2717	1.053934466
2718	1.053818596
2719	1.053721849
2720	1.053562594
2721	1.053410469
2722	1.05328013
2723	1.053137112
2724	1.053014757
2725	1.052905696
2726	1.052782604
2727	1.052637403
2728	1.05251077
2729	1.052440798
2730	1.052312477
2731	1.052209423
2732	1.052165075
2733	1.052118039
2734	1.051963038
2735	1.051818971
2736	1.051707371
2737	1.051552822
2738	1.051405373
2739	1.051278603
2740	1.051138828
2741	1.050962468
2742	1.050850814
2743	1.050771434
2744	1.050704698
2745	1.050617328
2746	1.050493068
2747	1.050291039
2748	1.05018209
2749	1.050141679
2750	1.050016018
2751	1.049913602
2752	1.049771553
2753	1.049699301
2754	1.049600688
2755	1.049565403
2756	1.049458939
2757	1.049338658
2758	1.049147078
2759	1.049062084
2760	1.048863632
2761	1.04875716
2762	1.048585837
2763	1.048508762
2764	1.04837412
2765	1.048262448
2766	1.048102606
2767	1.048003145
2768	1.047946853
2769	1.047823767
2770	1.047676445
2771	1.047551314
2772	1.047385775
2773	1.047315907
2774	1.047258691
2775	1.047107923
2776	1.046983643
2777	1.046905929
2778	1.04677141
2779	1.046654804
2780	1.04658278
2781	1.04647911
2782	1.046341534
2783	1.046250908
2784	1.046138969
2785	1.045999442
2786	1.045883178
2787	1.045757445
2788	1.045637759
2789	1.04552901
2790	1.045386982
2791	1.045263838
2792	1.045080838
2793	1.044952225
2794	1.044874834
2795	1.044769981
2796	1.04467025
2797	1.044555005
2798	1.04443461
2799	1.044326633
2800	1.044166695
2801	1.044012605
2802	1.043901444
2803	1.043785395
2804	1.043686898
2805	1.043576884
2806	1.043496099
2807	1.043359407
2808	1.043287086
2809	1.043186212
2810	1.043097346
2811	1.04297866
2812	1.04290591
2813	1.042710476
2814	1.042621643
2815	1.042503672
2816	1.042375798
2817	1.042287647
2818	1.042170516
2819	1.042086136
2820	1.041974484
2821	1.041865511
2822	1.04175935
2823	1.041640958
2824	1.041534815
2825	1.041346304
2826	1.041242158
2827	1.041097671
2828	1.040958827
2829	1.040831661
2830	1.040715896
2831	1.04055325
2832	1.040429185
2833	1.040279404
2834	1.040072396
2835	1.039971365
2836	1.039894662
2837	1.039774439
2838	1.039652211
2839	1.039530047
2840	1.039374079
2841	1.039283388
2842	1.039209106
2843	1.039012315
2844	1.038897437
2845	1.038794044
2846	1.03868899
2847	1.038555647
2848	1.038453897
2849	1.038317407
2850	1.038171391
2851	1.038049138
2852	1.037917942
2853	1.037819955
2854	1.037724288
2855	1.03759524
2856	1.037501305
2857	1.037388963
2858	1.037252732
2859	1.037084493
2860	1.036916184
2861	1.036790632
2862	1.036642004
2863	1.036536677
2864	1.036413119
2865	1.036308129
2866	1.036198208
2867	1.036067995
2868	1.036016464
2869	1.035947575
2870	1.035846435
2871	1.035727991
2872	1.035619492
2873	1.035476748
2874	1.035407287
2875	1.035291403
2876	1.03518139
2877	1.035039882
2878	1.035012137
2879	1.034915821
2880	1.034810017
2881	1.034718844
2882	1.034610462
2883	1.034540369
2884	1.0343654
2885	1.034308523
2886	1.034184149
2887	1.034060097
2888	1.033914123
2889	1.033779151
2890	1.03367985
2891	1.033573546
2892	1.033446226
2893	1.033324553
2894	1.033224041
2895	1.033110642
2896	1.03303711
2897	1.032857995
2898	1.032678166
2899	1.032557943
2900	1.032474549
2901	1.032354805
2902	1.03225384
2903	1.03213166
2904	1.032037205
2905	1.031936867
2906	1.031781333
2907	1.031618829
2908	1.031551806
2909	1.031424146
2910	1.031275985
2911	1.031216108
2912	1.031109494
2913	1.030994752
2914	1.030895066
2915	1.030766486
2916	1.030658168
2917	1.030566818
2918	1.030476943
2919	1.030375188
2920	1.03024026
2921	1.030172032
2922	1.0300617
2923	1.029915939
2924	1.029800445
2925	1.029662801
2926	1.029598413
2927	1.029513375
2928	1.02934522
2929	1.029157824
2930	1.02901896
2931	1.028936909
2932	1.028792452
2933	1.028677118
2934	1.028516707
2935	1.028384146
2936	1.028249069
2937	1.02812725
2938	1.028046794
2939	1.027894583
2940	1.027773738
2941	1.027671319
2942	1.027550493
2943	1.027503101
2944	1.027451312
2945	1.027319954
2946	1.027175453
2947	1.027060891
2948	1.026946724
2949	1.026826604
2950	1.026708757
2951	1.026646121
2952	1.026521301
2953	1.026391445
2954	1.02625106
2955	1.026094457
2956	1.026005802
2957	1.025891169
2958	1.025770166
2959	1.025634689
2960	1.025553501
2961	1.025444694
2962	1.025338023
2963	1.025188511
2964	1.025077596
2965	1.024944288
2966	1.024863533
2967	1.024730002
2968	1.024640597
2969	1.024543324
2970	1.024405488
2971	1.024281513
2972	1.024182101
2973	1.02406211
2974	1.023972467
2975	1.023840525
2976	1.023737501
2977	1.023619945
2978	1.023492253
2979	1.023400662
2980	1.023255603
2981	1.023133187
2982	1.023016132
2983	1.022882103
2984	1.022709856
2985	1.022603396
2986	1.022494674
2987	1.022386918
2988	1.022211538
2989	1.022056779
2990	1.021944617
2991	1.021831451
2992	1.021689649
2993	1.021588015
2994	1.021406814
2995	1.021295113
2996	1.021179824
2997	1.021026689
2998	1.020879036
2999	1.020765906
3000	1.02064399
3001	1.020452068
3002	1.020255813
3003	1.020157656
3004	1.020006614
3005	1.019886488
3006	1.019789552
3007	1.019674777
3008	1.019607066
3009	1.019505921
3010	1.019433978
3011	1.019265615
3012	1.019174766
3013	1.018966377
3014	1.018871886
3015	1.018769312
3016	1.018589082
3017	1.018508367
3018	1.018384924
3019	1.018263377
3020	1.018166079
3021	1.018037526
3022	1.017938312
3023	1.017807784
3024	1.017674695
3025	1.017524195
3026	1.017355708
3027	1.017234122
3028	1.017126504
3029	1.017033185
3030	1.016955465
3031	1.016800255
3032	1.016693009
3033	1.016574084
3034	1.016458955
3035	1.01640447
3036	1.01633546
3037	1.016206128
3038	1.016100533
3039	1.015998043
3040	1.01589055
3041	1.015812058
3042	1.015678309
3043	1.015541794
3044	1.015442501
3045	1.015308164
3046	1.015148384
3047	1.015019663
3048	1.014911721
3049	1.014807303
3050	1.014673285
3051	1.014528964
3052	1.014402626
3053	1.014233741
3054	1.014174335
3055	1.014103838
3056	1.013993269
3057	1.013875706
3058	1.013776863
3059	1.013665516
3060	1.013467245
3061	1.013402284
3062	1.01325135
3063	1.013111417
3064	1.013002141
3065	1.012906702
3066	1.012796551
3067	1.012685083
3068	1.012597512
3069	1.012509178
3070	1.012395609
3071	1.012256538
3072	1.012146149
3073	1.011975341
3074	1.011859805
3075	1.011763611
3076	1.011666942
3077	1.011573166
3078	1.011433994
3079	1.011300684
3080	1.011147273
3081	1.011053393
3082	1.010972257
3083	1.010891589
3084	1.010825277
3085	1.010762169
3086	1.010726173
3087	1.010610822
3088	1.0105811
3089	1.010476627
3090	1.010366572
3091	1.010264436
3092	1.010147979
3093	1.01004705
3094	1.009889534
3095	1.009815462
3096	1.009718957
3097	1.009666185
3098	1.009581543
3099	1.00953593
3100	1.00940189
3101	1.009317922
3102	1.00917542
3103	1.009096794
3104	1.008970192
3105	1.008829926
3106	1.008704158
3107	1.008586414
3108	1.00843969
3109	1.008297985
3110	1.008174117
3111	1.008018982
3112	1.007910119
3113	1.007804722
3114	1.007711726
3115	1.007588634
3116	1.007494891
3117	1.007382509
3118	1.007254565
3119	1.007060904
3120	1.007000618
3121	1.006938128
3122	1.006843867
3123	1.006704252
3124	1.006653465
3125	1.006557382
3126	1.006430006
3127	1.006333891
3128	1.006286096
3129	1.006200014
3130	1.00605666
3131	1.005952179
3132	1.005804555
3133	1.00570088
3134	1.005549538
3135	1.005426412
3136	1.005256038
3137	1.005127136
3138	1.005001946
3139	1.004888828
3140	1.004762636
3141	1.004645592
3142	1.004551563
3143	1.00443243
3144	1.004304815
3145	1.004186957
3146	1.004041615
3147	1.003926145
3148	1.003868509
3149	1.00372291
3150	1.003583079
3151	1.003494667
3152	1.003330823
3153	1.00323833
3154	1.003137153
3155	1.003095935
3156	1.00301877
3157	1.002934463
3158	1.002864083
3159	1.002731987
3160	1.002609943
3161	1.002463257
3162	1.002331178
3163	1.002197973
3164	1.002113466
3165	1.002001352
3166	1.001883969
3167	1.001758203
3168	1.001595317
3169	1.001476133
3170	1.001367942
3171	1.001292784
3172	1.001115242
3173	1.001000268
3174	1.000895113
3175	1.000826002
3176	1.000721418
3177	1.000579754
3178	1.000467361
3179	1.000317098
3180	1.000203734
3181	1.000106366
3182	1.000022698
3183	0.9999314428
3184	0.9998690351
3185	0.9997727302
3186	0.9996659792
3187	0.9996329166
3188	0.9995356354
3189	0.9993572448
3190	0.9992558796
3191	0.9991255217
3192	0.9990346792
3193	0.9989680808
3194	0.9988746266
3195	0.998827996
3196	0.9986769955
3197	0.9985427315
3198	0.9984646658
3199	0.9983950079
3200	0.9983103699
3201	0.9982087653
3202	0.9980378112
3203	0.9979143388
3204	0.9978290059
3205	0.9977087155
3206	0.9976528847
3207	0.9975462077
3208	0.9973954996
3209	0.9973172102
3210	0.9972216307
3211	0.9971434598
3212	0.9970163774
3213	0.9969012165
3214	0.9968220329
3215	0.9966795925
