iter	RMSE
500	1.401103507
501	1.400898694
502	1.400673219
503	1.400453458
504	1.400215109
505	1.40001061
506	1.39973733
507	1.399451367
508	1.399250474
509	1.399060937
510	1.398769146
511	1.398527906
512	1.398304081
513	1.398096278
514	1.397826553
515	1.397628898
516	1.397430464
517	1.397233091
518	1.396987025
519	1.396796285
520	1.39654586
521	1.396317887
522	1.396119872
523	1.39584801
524	1.395639472
525	1.395405237
526	1.395169024
527	1.394967228
528	1.394760746
529	1.394520612
530	1.394283784
531	1.39403969
532	1.393829249
533	1.39362161
534	1.39340994
535	1.39317883
536	1.392962007
537	1.392726242
538	1.392537273
539	1.392335759
540	1.392146731
541	1.391961962
542	1.391622073
543	1.391401639
544	1.391211142
545	1.390891394
546	1.390699084
547	1.390518342
548	1.390345733
549	1.390112958
550	1.38991095
551	1.389662608
552	1.389468066
553	1.389286284
554	1.389093129
555	1.388861005
556	1.388659065
557	1.388477226
558	1.388319436
559	1.388126276
560	1.387888719
561	1.387647746
562	1.387452937
563	1.387283212
564	1.387045685
565	1.386868282
566	1.38658134
567	1.386338282
568	1.386158491
569	1.385940738
570	1.385757744
571	1.385422827
572	1.385183228
573	1.384993671
574	1.384790709
575	1.384594948
576	1.384424605
577	1.384206901
578	1.384055856
579	1.383881263
580	1.383619808
581	1.383406031
582	1.38322805
583	1.383013228
584	1.382671295
585	1.382419866
586	1.382197856
587	1.381985431
588	1.381788714
589	1.381626881
590	1.381421254
591	1.381165832
592	1.380894285
593	1.380710168
594	1.380380817
595	1.380213766
596	1.379955097
597	1.379810385
598	1.379625688
599	1.379350233
600	1.37912264
601	1.37883993
602	1.378540551
603	1.378390206
604	1.378173348
605	1.377832621
606	1.377664655
607	1.377474805
608	1.377315702
609	1.377093944
610	1.376915877
611	1.376715646
612	1.376441265
613	1.376266364
614	1.37606556
615	1.375858664
616	1.375691384
617	1.375381264
618	1.375207325
619	1.375070044
620	1.374940772
621	1.374717887
622	1.37449433
623	1.374297801
624	1.374066979
625	1.373785027
626	1.37359264
627	1.37343779
628	1.373224847
629	1.373092621
630	1.37292865
631	1.372733106
632	1.372605968
633	1.372433801
634	1.372225308
635	1.372112745
636	1.371826933
637	1.371628469
638	1.371359188
639	1.37118423
640	1.371052738
641	1.370911394
642	1.370759527
643	1.370623268
644	1.370433074
645	1.370274174
646	1.369996097
647	1.369736841
648	1.369505721
649	1.369331793
650	1.369165373
651	1.369031231
652	1.368838099
653	1.368684599
654	1.368426592
655	1.368271342
656	1.368082454
657	1.367927131
658	1.367744398
659	1.36755944
660	1.367373788
661	1.367208083
662	1.367012746
663	1.366849394
664	1.366667529
665	1.366473723
666	1.36627662
667	1.366072359
668	1.365826764
669	1.365611551
670	1.365382931
671	1.365225522
672	1.365072311
673	1.364885107
674	1.364682524
675	1.364439217
676	1.364281548
677	1.364058073
678	1.36391573
679	1.363628135
680	1.363428171
681	1.363159816
682	1.36295997
683	1.362726796
684	1.362526172
685	1.362371295
686	1.362220284
687	1.362042021
688	1.361819683
689	1.361650221
690	1.361446009
691	1.361198807
692	1.360964083
693	1.360773269
694	1.360659557
695	1.360488121
696	1.360362314
697	1.360068271
698	1.359828753
699	1.359714863
700	1.359537952
701	1.359398243
702	1.359226495
703	1.359112694
704	1.358976361
705	1.358831944
706	1.358639107
707	1.358431211
708	1.358247579
709	1.358083602
710	1.357849299
711	1.357718009
712	1.357549645
713	1.35735199
714	1.357167511
715	1.356967518
716	1.356803168
717	1.356569749
718	1.35641928
719	1.356200125
720	1.355984068
721	1.355802189
722	1.355642533
723	1.355390975
724	1.355187142
725	1.355006275
726	1.354864263
727	1.354662241
728	1.354512257
729	1.354275891
730	1.354090956
731	1.353888843
732	1.353622175
733	1.353416013
734	1.353251224
735	1.353086441
736	1.352898289
737	1.352756773
738	1.352557166
739	1.352333964
740	1.352086838
741	1.351865045
742	1.351662659
743	1.351531693
744	1.351296483
745	1.351168789
746	1.35101437
747	1.350883012
748	1.350739785
749	1.350517318
750	1.350343011
751	1.350147687
752	1.349948726
753	1.349797307
754	1.34962496
755	1.349449874
756	1.349234302
757	1.34907204
758	1.348903145
759	1.348733987
760	1.348524364
761	1.348322731
762	1.348159389
763	1.347981639
764	1.34786148
765	1.347734013
766	1.347564966
767	1.347443756
768	1.347230422
769	1.34710352
770	1.34689995
771	1.346777601
772	1.346604993
773	1.346360115
774	1.346118216
775	1.345934366
776	1.345676509
777	1.3454874
778	1.345336175
779	1.345215219
780	1.345080042
781	1.344962868
782	1.344775455
783	1.344656198
784	1.344493211
785	1.344326008
786	1.344080091
787	1.343924488
788	1.343786962
789	1.343611962
790	1.343391685
791	1.343216079
792	1.343054735
793	1.342905087
794	1.342731919
795	1.342563659
796	1.342353925
797	1.342225678
798	1.341942041
799	1.341731339
800	1.341607251
801	1.341434048
802	1.341257209
803	1.341081275
804	1.340934336
805	1.340817592
806	1.34064828
807	1.340508089
808	1.340302083
809	1.34013367
810	1.33999767
811	1.339827234
812	1.339596148
813	1.33945276
814	1.339319398
815	1.339160703
816	1.338912081
817	1.338689422
818	1.338571247
819	1.338446077
820	1.338322543
821	1.338105855
822	1.337899014
823	1.337723244
824	1.337483633
825	1.337333484
826	1.337147483
827	1.336938685
828	1.336806965
829	1.336659758
830	1.336483177
831	1.336315913
832	1.336161819
833	1.33589673
834	1.335736305
835	1.335533281
836	1.335333787
837	1.335066275
838	1.335000966
839	1.334839374
840	1.33465181
841	1.334392521
842	1.334215144
843	1.334094798
844	1.333901476
845	1.333681483
846	1.333584548
847	1.333320678
848	1.333116897
849	1.332870037
850	1.332710024
851	1.332551947
852	1.332445324
853	1.332301971
854	1.332156342
855	1.331945879
856	1.331798706
857	1.331663952
858	1.331416181
859	1.331248094
860	1.331068137
861	1.330896423
862	1.330736522
863	1.33046562
864	1.330332105
865	1.33020418
866	1.330041962
867	1.329905454
868	1.329715437
869	1.329553213
870	1.329313253
871	1.329159535
872	1.329010806
873	1.328852489
874	1.328564784
875	1.328448651
876	1.328191524
877	1.327960616
878	1.327797611
879	1.327688016
880	1.327530461
881	1.327380903
882	1.327217713
883	1.32703908
884	1.326877956
885	1.326669853
886	1.326464827
887	1.326337577
888	1.326163109
889	1.326031414
890	1.325858868
891	1.325694043
892	1.325525568
893	1.325308016
894	1.325179924
895	1.325061227
896	1.324900357
897	1.324680332
898	1.324509126
899	1.324224502
900	1.324070099
901	1.323854913
902	1.323695784
903	1.323538675
904	1.323222324
905	1.323064962
906	1.322845943
907	1.32262831
908	1.322513069
909	1.322345144
910	1.322191488
911	1.322064038
912	1.321908555
913	1.321734912
914	1.321533241
915	1.32135329
916	1.321152879
917	1.320885175
918	1.320711465
919	1.320528232
920	1.320282211
921	1.320026366
922	1.319889445
923	1.319739392
924	1.319541128
925	1.319335399
926	1.319157293
927	1.318943743
928	1.318681482
929	1.31845775
930	1.318253944
931	1.31810616
932	1.317900662
933	1.317762015
934	1.317609466
935	1.317440029
936	1.3172973
937	1.3171253
938	1.316900278
939	1.316675163
940	1.316486462
941	1.316339588
942	1.316203984
943	1.31599878
944	1.315840353
945	1.315707951
946	1.315531858
947	1.315372643
948	1.31521228
949	1.31505051
950	1.314896249
951	1.31469481
952	1.314498341
953	1.314316879
954	1.314154812
955	1.31397251
956	1.313843601
957	1.313685792
958	1.313472462
959	1.313270809
960	1.31310168
961	1.312972241
962	1.312777575
963	1.312574302
964	1.31238024
965	1.312188176
966	1.31194688
967	1.311700711
968	1.311591885
969	1.311387066
970	1.311256601
971	1.311107656
972	1.31093348
973	1.310685589
974	1.310456655
975	1.310194772
976	1.309867159
977	1.309715514
978	1.30951965
979	1.309321215
980	1.309159488
981	1.309003744
982	1.30882722
983	1.308631131
984	1.308446124
985	1.308231863
986	1.308048122
987	1.307898644
988	1.307740853
989	1.307587259
990	1.307404931
991	1.307190192
992	1.306911538
993	1.306762911
994	1.306568633
995	1.306332771
996	1.306171247
997	1.305941016
998	1.305775731
999	1.305616371
1000	1.305483672
1001	1.305343772
1002	1.305112022
1003	1.304933169
1004	1.304804651
1005	1.304549369
1006	1.304388696
1007	1.3041665
1008	1.303933479
1009	1.303760287
1010	1.303543443
1011	1.303414086
1012	1.303245714
1013	1.303079354
1014	1.302915264
1015	1.302716234
1016	1.302530066
1017	1.3023978
1018	1.302295574
1019	1.302093647
1020	1.301939985
1021	1.301654031
1022	1.301493581
1023	1.301318234
1024	1.301182704
1025	1.301008591
1026	1.300849789
1027	1.300675057
1028	1.300528923
1029	1.300244794
1030	1.300084597
1031	1.299845116
1032	1.299687754
1033	1.299588524
1034	1.299396819
1035	1.299197284
1036	1.299049411
1037	1.298899434
1038	1.298759505
1039	1.298527708
1040	1.298368152
1041	1.298184827
1042	1.297911201
1043	1.297711389
1044	1.297573356
1045	1.29741251
1046	1.297285182
1047	1.297111844
1048	1.296873628
1049	1.296731228
1050	1.29649533
1051	1.29626276
1052	1.296077863
1053	1.295863169
1054	1.295657517
1055	1.295477554
1056	1.295282294
1057	1.295136789
1058	1.294956563
1059	1.294797738
1060	1.294581671
1061	1.294390218
1062	1.294304355
1063	1.294162991
1064	1.293999534
1065	1.293812232
1066	1.293620964
1067	1.293429579
1068	1.293306227
1069	1.293195787
1070	1.293050463
1071	1.292892505
1072	1.292672065
1073	1.29248885
1074	1.292344228
1075	1.292132314
1076	1.29195592
1077	1.291803463
1078	1.291643596
1079	1.291516034
1080	1.2913388
1081	1.291186106
1082	1.290966541
1083	1.290804088
1084	1.290596216
1085	1.290406568
1086	1.290241809
1087	1.29010818
1088	1.289964077
1089	1.289772901
1090	1.289573934
1091	1.289335648
1092	1.289133078
1093	1.288921444
1094	1.288762782
1095	1.288558179
1096	1.288359847
1097	1.288122301
1098	1.287960479
1099	1.287808875
1100	1.287642049
1101	1.287497085
1102	1.287350969
1103	1.287192579
1104	1.287023112
1105	1.286869206
1106	1.286663
1107	1.286475516
1108	1.286303871
1109	1.286129977
1110	1.286002751
1111	1.285835927
1112	1.28564117
1113	1.285463365
1114	1.285228866
1115	1.285041374
1116	1.284827506
1117	1.284574043
1118	1.284388701
1119	1.284225314
1120	1.284074225
1121	1.283910607
1122	1.283698058
1123	1.283503104
1124	1.283237283
1125	1.283029341
1126	1.282886292
1127	1.282688227
1128	1.282422021
1129	1.282232828
1130	1.282051545
1131	1.281838987
1132	1.281612866
1133	1.281391612
1134	1.281175126
1135	1.280996578
1136	1.280801809
1137	1.280576776
1138	1.280421412
1139	1.280282926
1140	1.280120294
1141	1.279976655
1142	1.279782045
1143	1.279547304
1144	1.279357264
1145	1.279180502
1146	1.279065899
1147	1.278850405
1148	1.278646786
1149	1.278451734
1150	1.278299792
1151	1.278143033
1152	1.278012692
1153	1.27785213
1154	1.277644693
1155	1.277489777
1156	1.277297551
1157	1.277080472
1158	1.2769697
1159	1.27679471
1160	1.27663848
1161	1.276424095
1162	1.276190668
1163	1.275988859
1164	1.275779695
1165	1.275547575
1166	1.275403903
1167	1.275276828
1168	1.275136323
1169	1.274949302
1170	1.274795396
1171	1.274627775
1172	1.274449364
1173	1.274283382
1174	1.274088696
1175	1.27391603
1176	1.273671484
1177	1.27351559
1178	1.273354364
1179	1.273173079
1180	1.272988958
1181	1.272873153
1182	1.272697658
1183	1.272528705
1184	1.272355163
1185	1.27218962
1186	1.272032219
1187	1.271832181
1188	1.271633932
1189	1.271468386
1190	1.271253577
1191	1.271078499
1192	1.270882654
1193	1.270787908
1194	1.270656902
1195	1.270488013
1196	1.270237946
1197	1.270089401
1198	1.269886295
1199	1.26971582
1200	1.269583464
1201	1.269444233
1202	1.269196335
1203	1.269034486
1204	1.268895859
1205	1.268726919
1206	1.268556646
1207	1.268410949
1208	1.268239164
1209	1.268049141
1210	1.267829284
1211	1.267697672
1212	1.267476999
1213	1.267263247
1214	1.267132239
1215	1.266984183
1216	1.266794317
1217	1.266638981
1218	1.266474835
1219	1.266311857
1220	1.26616769
1221	1.266032995
1222	1.265819905
1223	1.265647691
1224	1.265499339
1225	1.265343146
1226	1.265089816
1227	1.264948627
1228	1.264774506
1229	1.264663801
1230	1.264527975
1231	1.264281533
1232	1.264080449
1233	1.26393954
1234	1.263789051
1235	1.263605551
1236	1.263361272
1237	1.263222233
1238	1.263075214
1239	1.262896082
1240	1.262765197
1241	1.262605537
1242	1.262432573
1243	1.262253337
1244	1.262130277
1245	1.261954306
1246	1.261765441
1247	1.261585118
1248	1.261387271
1249	1.261219525
1250	1.261049148
1251	1.260876903
1252	1.260677096
1253	1.260518708
1254	1.26034658
1255	1.260118393
1256	1.259959992
1257	1.259769746
1258	1.259627605
1259	1.259472753
1260	1.259300219
1261	1.259065746
1262	1.258918878
1263	1.258763929
1264	1.258588579
1265	1.258397621
1266	1.258250389
1267	1.258102683
1268	1.257908953
1269	1.257760019
1270	1.257489179
1271	1.257367901
1272	1.257176383
1273	1.256964977
1274	1.25685136
1275	1.256679278
1276	1.256552921
1277	1.256351578
1278	1.256172449
1279	1.255971014
1280	1.255777908
1281	1.255619477
1282	1.255489434
1283	1.255293184
1284	1.255147277
1285	1.254997133
1286	1.254891144
1287	1.254777522
1288	1.254611351
1289	1.254470262
1290	1.254335478
1291	1.254142173
1292	1.253989176
1293	1.253847315
1294	1.253712122
1295	1.253544674
1296	1.253339426
1297	1.253245389
1298	1.253080919
1299	1.252845809
1300	1.252723237
1301	1.252579173
1302	1.252426814
1303	1.252221125
1304	1.252044248
1305	1.251783225
1306	1.251650316
1307	1.251512359
1308	1.251355061
1309	1.251206265
1310	1.251042912
1311	1.250877551
1312	1.250729848
1313	1.250540648
1314	1.250403695
1315	1.250250771
1316	1.250075585
1317	1.249915728
1318	1.249774051
1319	1.249597614
1320	1.24943465
1321	1.249229425
1322	1.249010097
1323	1.248878797
1324	1.248621687
1325	1.248496604
1326	1.248287222
1327	1.248083706
1328	1.247908372
1329	1.247790942
1330	1.247638901
1331	1.247488181
1332	1.247308359
1333	1.247126099
1334	1.247004
1335	1.246821738
1336	1.246652897
1337	1.246538298
1338	1.246385749
1339	1.246182471
1340	1.246104481
1341	1.245928873
1342	1.245790597
1343	1.245608714
1344	1.245427977
1345	1.245289191
1346	1.245149847
1347	1.244961024
1348	1.244808748
1349	1.24463853
1350	1.244481774
1351	1.244349128
1352	1.244150441
1353	1.243935909
1354	1.243772812
1355	1.243609879
1356	1.243352433
1357	1.243241243
1358	1.243140225
1359	1.243008984
1360	1.242894146
1361	1.242713542
1362	1.24250183
1363	1.242373442
1364	1.242202716
1365	1.242002195
1366	1.24182948
1367	1.241694608
1368	1.241563599
1369	1.241377378
1370	1.241129637
1371	1.240960784
1372	1.240812658
1373	1.240658593
1374	1.240509045
1375	1.240314173
1376	1.240178038
1377	1.239997863
1378	1.239784372
1379	1.239610633
1380	1.239384548
1381	1.23925777
1382	1.239085842
1383	1.238922917
1384	1.238827674
1385	1.238662188
1386	1.238563185
1387	1.238419072
1388	1.238288128
1389	1.238094744
1390	1.237966099
1391	1.237802557
1392	1.237678807
1393	1.237541785
1394	1.237281245
1395	1.237135524
1396	1.237006615
1397	1.236882403
1398	1.236707346
1399	1.236542057
1400	1.236400189
1401	1.236242199
1402	1.23609885
1403	1.235957213
1404	1.235768279
1405	1.235617115
1406	1.235445211
1407	1.235372597
1408	1.235269639
1409	1.235085125
1410	1.23496227
1411	1.23478896
1412	1.2346447
1413	1.234535285
1414	1.234375532
1415	1.234172569
1416	1.234008009
1417	1.233891104
1418	1.233750929
1419	1.233543011
1420	1.233403554
1421	1.233269542
1422	1.233178305
1423	1.233020999
1424	1.232880317
1425	1.232723709
1426	1.232548679
1427	1.232364821
1428	1.232232663
1429	1.232035489
1430	1.23185149
1431	1.231749003
1432	1.231607573
1433	1.2314164
1434	1.231255654
1435	1.231142794
1436	1.231003224
1437	1.230891976
1438	1.230758898
1439	1.230574946
1440	1.230446318
1441	1.230257133
1442	1.230101253
1443	1.229943923
1444	1.229813176
1445	1.229685265
1446	1.229562297
1447	1.229444061
1448	1.229312199
1449	1.22914899
1450	1.228976799
1451	1.228832841
1452	1.228690336
1453	1.228529797
1454	1.22834931
1455	1.228160893
1456	1.22795569
1457	1.227719505
1458	1.22755978
1459	1.227426487
1460	1.227223965
1461	1.227080526
1462	1.226960102
1463	1.226819643
1464	1.226615278
1465	1.226474339
1466	1.226358986
1467	1.226217212
1468	1.226079928
1469	1.225867431
1470	1.22562146
1471	1.225531152
1472	1.225408658
1473	1.225255632
1474	1.225084276
1475	1.224952345
1476	1.224828866
1477	1.224729163
1478	1.224571325
1479	1.224416187
1480	1.224259293
1481	1.2240875
1482	1.223956905
1483	1.223836925
1484	1.223718858
1485	1.223561192
1486	1.223361773
1487	1.223185172
1488	1.222981326
1489	1.222854685
1490	1.222680977
1491	1.222544495
1492	1.222386969
1493	1.222269365
1494	1.222073989
1495	1.221900497
1496	1.221782125
1497	1.22158008
1498	1.221458944
1499	1.221277985
1500	1.221060239
1501	1.220846133
1502	1.220747217
1503	1.220617457
1504	1.220490403
1505	1.220318735
1506	1.220131551
1507	1.220024617
1508	1.219870858
1509	1.219741529
1510	1.219549398
1511	1.21937447
1512	1.219209412
1513	1.21904213
1514	1.218898419
1515	1.218758243
1516	1.218635927
1517	1.218441385
1518	1.218270401
1519	1.218101925
1520	1.218000007
1521	1.217884027
1522	1.217718529
1523	1.217577004
1524	1.217356942
1525	1.217206292
1526	1.217053962
1527	1.216931413
1528	1.216775873
1529	1.216615001
1530	1.216413882
1531	1.216222929
1532	1.216096624
1533	1.215966778
1534	1.215854757
1535	1.215719863
1536	1.215549334
1537	1.215420947
1538	1.21527869
1539	1.215144888
1540	1.215016543
1541	1.214857941
1542	1.21466665
1543	1.21455276
1544	1.214390838
1545	1.214215446
1546	1.214058579
1547	1.213936787
1548	1.213752446
1549	1.213607488
1550	1.213443859
1551	1.21327709
1552	1.213141635
1553	1.213007359
1554	1.21286464
1555	1.212706354
1556	1.212561986
1557	1.212475847
1558	1.212296236
1559	1.212167964
1560	1.212018753
1561	1.211833846
1562	1.211696872
1563	1.211535227
1564	1.211382838
1565	1.211162349
1566	1.210992438
1567	1.210818257
1568	1.210619086
1569	1.210478587
1570	1.210285455
1571	1.210127757
1572	1.209945998
1573	1.209783111
1574	1.209656796
1575	1.209480364
1576	1.209259882
1577	1.209039879
1578	1.208903408
1579	1.208685752
1580	1.208555575
1581	1.208370457
1582	1.208215271
1583	1.208023191
1584	1.207860547
1585	1.207688719
1586	1.207514602
1587	1.207359169
1588	1.20719943
1589	1.207079861
1590	1.206992192
1591	1.206849321
1592	1.206736333
1593	1.206604443
1594	1.20647773
1595	1.206309236
1596	1.206135447
1597	1.205997283
1598	1.205806395
1599	1.205690228
1600	1.205497633
1601	1.2053732
1602	1.205218167
1603	1.205106165
1604	1.204909655
1605	1.204707615
1606	1.204577706
1607	1.204403691
1608	1.204272097
1609	1.204080651
1610	1.203931081
1611	1.203767981
1612	1.203600206
1613	1.203409438
1614	1.203298275
1615	1.203153938
1616	1.202970166
1617	1.202830468
1618	1.202700376
1619	1.202568969
1620	1.202364732
1621	1.202267173
1622	1.202081584
1623	1.201915911
1624	1.201772087
1625	1.201565723
1626	1.201447923
1627	1.201343437
1628	1.201204501
1629	1.201082317
1630	1.200933171
1631	1.20081613
1632	1.200634113
1633	1.200459057
1634	1.20031664
1635	1.200194433
1636	1.200041934
1637	1.199912768
1638	1.199788498
1639	1.199628871
1640	1.199524998
1641	1.199376839
1642	1.199252693
1643	1.199112998
1644	1.198923345
1645	1.198746608
1646	1.198634812
1647	1.198483467
1648	1.198387953
1649	1.198288494
1650	1.198105537
1651	1.197965818
1652	1.197797102
1653	1.197601178
1654	1.197466471
1655	1.197236484
1656	1.197111245
1657	1.196925079
1658	1.196726274
1659	1.196533744
1660	1.196261262
1661	1.196110149
1662	1.195974049
1663	1.195824345
1664	1.19566915
